"BILL OF MATERIALS FROM SM1000-C.SCH, 197 PARTS, AS OF 11/16/2014 5:29:28 PM"
"Part","Side","X (inch)","Y (inch)","X (mm)","Y (mm)","Angle",
"C54","Top","    2.0866","    1.8504","   53.0000","   47.0000"," 270.00"
"C55","Top","    1.5315","    2.5787","   38.9000","   65.5000","   0.00"
"C56","Top","    1.5315","    2.4921","   38.9000","   63.3000","   0.00"
"C57","Top","    2.0276","    3.2480","   51.5000","   82.5000"," 270.00"
"C58","Top","    2.4803","    2.0079","   63.0000","   51.0000","  90.00"
"C59","Top","    2.3622","    2.2638","   60.0000","   57.5000","   0.00"
"C60","Top","    2.0039","    2.9331","   50.9000","   74.5000","   0.00"
"C61","Top","    2.1457","    1.6732","   54.5000","   42.5000","  90.00"
"C62","Top","    1.8504","    2.1654","   47.0000","   55.0000"," 270.00"
"C63","Top","    0.5315","    0.9055","   13.5000","   23.0000","   0.00"
"C64","Top","    1.9094","    2.5394","   48.5000","   64.5000","  90.00"
"C65","Top","    2.0472","    2.5197","   52.0000","   64.0000","  90.00"
"C66","Top","    2.1457","    2.5197","   54.5000","   64.0000","  90.00"
"C70","Top","    0.1378","    1.9882","    3.5000","   50.5000"," 180.00"
"CN1","Top","    0.4724","    3.0118","   12.0000","   76.5000","  90.00"
"CN2","Bottom","    1.1024","    3.7283","   28.0000","   94.7000","   0.00"
"CN3","Top","    0.3150","    0.3543","    8.0000","    9.0000","  90.00"
"CN4","Top","    1.0827","    0.4134","   27.5000","   10.5000","   0.00"
"CN5","Bottom","    0.5630","    0.2953","   14.3000","    7.5000"," 270.00"
"CN6","Bottom","    2.3425","    0.2953","   59.5000","    7.5000"," 270.00"
"CN7","Bottom","    1.8976","    0.2953","   48.2000","    7.5000"," 270.00"
"CN8","Bottom","    1.0079","    0.2953","   25.6000","    7.5000"," 270.00"
"CN9","Bottom","    1.4528","    0.2953","   36.9000","    7.5000"," 270.00"
"CN10","Bottom","    0.2874","    2.4921","    7.3000","   63.3000","   0.00"
"CN11","Top","    1.5630","    3.0906","   39.7000","   78.5000"," 270.00"
"CN12","Top","    1.0827","    0.9055","   27.5000","   23.0000","   0.00"
"D1","Top","    0.7992","    1.6732","   20.3000","   42.5000"," 270.00"
"D2","Top","    0.0827","    1.0551","    2.1000","   26.8000"," 270.00"
"FB1","Top","    2.1654","    0.9252","   55.0000","   23.5000"," 270.00"
"FB2","Top","    1.6535","    1.1417","   42.0000","   29.0000"," 270.00"
"FB3","Top","    1.5551","    1.1417","   39.5000","   29.0000"," 270.00"
"FB4","Top","    1.6339","    1.8543","   41.5000","   47.1000","  90.00"
"FB5","Top","    0.2559","    1.0433","    6.5000","   26.5000"," 180.00"
"FB6","Top","    1.3386","    1.4961","   34.0000","   38.0000","   0.00"
"FB7","Top","    1.3189","    2.2835","   33.5000","   58.0000","   0.00"
"FB8","Top","    1.3189","    2.1811","   33.5000","   55.4000","   0.00"
"J1","Top","    1.6811","    3.3071","   42.7000","   84.0000","   0.00"
"J3","Top","    1.9134","    2.3031","   48.6000","   58.5000","  90.00"
"J4","Top","    1.0591","    1.4370","   26.9000","   36.5000"," 270.00"
"L1","Top","    0.1969","    1.4173","    5.0000","   36.0000"," 270.00"
"LD2","Top","    1.0827","    1.2402","   27.5000","   31.5000"," 270.00"
"LED1","Top","    1.6929","    3.8780","   43.0000","   98.5000"," 270.00"
"LED2","Top","    1.4764","    3.8780","   37.5000","   98.5000"," 270.00"
"LED3","Top","    1.2598","    3.8780","   32.0000","   98.5000"," 270.00"
"LED4","Top","    1.0433","    3.8780","   26.5000","   98.5000"," 270.00"
"LED5","Top","    0.9606","    2.2736","   24.4000","   57.7500"," 180.00"
"LED8","Top","    0.5512","    1.5157","   14.0000","   38.5000"," 270.00"
"MIC1","Top","    1.2992","    1.9094","   33.0000","   48.5000","  90.00"
"P1","Bottom","    1.3189","    2.8937","   33.5000","   73.5000","   0.00"
"P2","Bottom","    1.7913","    2.7953","   45.5000","   71.0000","   0.00"
"P3","Bottom","    1.7913","    2.8937","   45.5000","   73.5000","   0.00"
"P4","Bottom","    1.3386","    2.9724","   34.0000","   75.5000","   0.00"
"P5","Bottom","    0.9449","    2.9748","   24.0000","   75.5600","   0.00"
"P6","Bottom","    0.9449","    2.8543","   24.0000","   72.5000","   0.00"
"P7","Bottom","    1.0433","    2.9724","   26.5000","   75.5000","   0.00"
"P8","Bottom","    1.0433","    2.8543","   26.5000","   72.5000","   0.00"
"P9","Bottom","    1.2205","    3.0906","   31.0000","   78.5000","   0.00"
"P10","Bottom","    1.1417","    3.0906","   29.0000","   78.5000","   0.00"
"P11","Bottom","    1.0630","    3.0906","   27.0000","   78.5000","   0.00"
"P12","Bottom","    0.9843","    3.0906","   25.0000","   78.5000","   0.00"
"P13","Top","    0.1378","    3.7992","    3.5000","   96.5000","   0.00"
"P14","Top","    0.1378","    3.6929","    3.5000","   93.8000","   0.00"
"P16","Top","    0.2362","    3.6496","    6.0000","   92.7000","   0.00"
"P18","Top","    2.4685","    0.6260","   62.7000","   15.9000"," 180.00"
"P19","Top","    0.9988","    1.6579","   25.3700","   42.1100","   0.00"
"P20","Top","    0.1343","    3.5890","    3.4100","   91.1600","   0.00"
"PCB1","Top","    0.0984","   -0.0197","    2.5000","   -0.5000","   0.00"
"R1","Top","    0.2362","    2.8386","    6.0000","   72.1000","  90.00"
"R2","Top","    0.6102","    2.9724","   15.5000","   75.5000","   0.00"
"R3","Top","    0.7953","    2.5472","   20.2000","   64.7000","   0.00"
"R4","Top","    1.4764","    3.3858","   37.5000","   86.0000","   0.00"
"R5","Top","    0.3740","    2.8150","    9.5000","   71.5000","   0.00"
"R6","Top","    1.7047","    3.0610","   43.3000","   77.7500","   0.00"
"R7","Top","    0.4331","    3.6220","   11.0000","   92.0000"," 270.00"
"R8","Top","    0.3740","    3.6220","    9.5000","   92.0000"," 270.00"
"R9","Top","    1.8701","    1.4567","   47.5000","   37.0000"," 270.00"
"R10","Top","    1.3425","    2.4961","   34.1000","   63.4000","   0.00"
"R11","Top","    1.6339","    2.0236","   41.5000","   51.4000","  90.00"
"R12","Top","    1.7126","    3.7795","   43.5000","   96.0000","   0.00"
"R13","Top","    1.4961","    3.7795","   38.0000","   96.0000","   0.00"
"R14","Top","    1.1220","    2.5984","   28.5000","   66.0000"," 270.00"
"R15","Top","    1.2402","    3.7795","   31.5000","   96.0000","   0.00"
"R16","Top","    1.0630","    3.7795","   27.0000","   96.0000","   0.00"
"R17","Top","    0.9252","    2.3996","   23.5000","   60.9500"," 180.00"
"R18","Top","    0.6496","    2.3189","   16.5000","   58.9000","   0.00"
"R19","Top","    0.6102","    3.2087","   15.5000","   81.5000"," 180.00"
"R20","Top","    0.8465","    3.4685","   21.5000","   88.1000"," 180.00"
"R21","Top","    0.7677","    1.5551","   19.5000","   39.5000","   0.00"
"R22","Top","    2.1457","    3.2283","   54.5000","   82.0000"," 270.00"
"R23","Top","    1.9882","    1.4567","   50.5000","   37.0000","  90.00"
"R24","Top","    0.5512","    3.6220","   14.0000","   92.0000"," 270.00"
"R25","Top","    0.4921","    3.6220","   12.5000","   92.0000"," 270.00"
"R26","Top","    0.6496","    3.6220","   16.5000","   92.0000","  90.00"
"R27","Top","    0.9843","    3.4055","   25.0000","   86.5000"," 270.00"
"R28","Top","    0.9843","    3.4961","   25.0000","   88.8000","  90.00"
"R29","Top","    2.2795","    1.8504","   57.9000","   47.0000"," 270.00"
"R30","Top","    1.2638","    3.4843","   32.1000","   88.5000"," 270.00"
"R31","Top","    0.9449","    2.5787","   24.0000","   65.5000","   0.00"
"R32","Top","    1.7520","    2.0236","   44.5000","   51.4000","  90.00"
"R33","Top","    0.5512","    1.3976","   14.0000","   35.5000","  90.00"
"R34","Top","    0.8661","    1.9685","   22.0000","   50.0000"," 180.00"
"R35","Top","    0.8661","    1.7323","   22.0000","   44.0000"," 180.00"
"R36","Top","    0.8661","    1.8504","   22.0000","   47.0000","   0.00"
"R37","Top","    0.6102","    3.0315","   15.5000","   77.0000","   0.00"
"R38","Top","    2.1811","    2.2047","   55.4000","   56.0000","  90.00"
"R39","Top","    1.8701","    3.7598","   47.5000","   95.5000"," 270.00"
"R40","Top","    2.3819","    2.0079","   60.5000","   51.0000"," 270.00"
"R41","Top","    2.3819","    1.8504","   60.5000","   47.0000","  90.00"
"R42","Top","    1.9094","    1.9291","   48.5000","   49.0000","   0.00"
"R43","Top","    1.9882","    1.6732","   50.5000","   42.5000","  90.00"
"R44","Top","    2.3819","    1.6732","   60.5000","   42.5000","  90.00"
"R45","Top","    2.2638","    1.6732","   57.5000","   42.5000","  90.00"
"R46","Top","    2.1823","    3.8972","   55.4300","   98.9900","  90.00"
"R47","Top","    1.9882","    1.2008","   50.5000","   30.5000","   0.00"
"R48","Top","    1.8504","    1.1024","   47.0000","   28.0000"," 270.00"
"R49","Top","    1.7913","    1.1024","   45.5000","   28.0000"," 270.00"
"R50","Top","    2.2736","    3.2283","   57.7500","   82.0000"," 270.00"
"R51","Top","    0.8858","    1.3976","   22.5000","   35.5000","   0.00"
"R52","Top","    1.6339","    1.6142","   41.5000","   41.0000","   0.00"
"R53","Top","    2.1850","    1.8504","   55.5000","   47.0000"," 270.00"
"R54","Top","    1.6929","    2.8937","   43.0000","   73.5000","   0.00"
"R55","Top","    1.6929","    2.7953","   43.0000","   71.0000","   0.00"
"R56","Top","    0.6102","    3.1496","   15.5000","   80.0000","   0.00"
"R57","Top","    0.6850","    2.8622","   17.4000","   72.7000"," 180.00"
"R58","Top","    1.7559","    1.8504","   44.6000","   47.0000","  90.00"
"SH1","Top","    0.1378","   -0.0197","    3.5000","   -0.5000","  90.00"
"SH3","Top","    0.0591","   -0.0197","    1.5000","   -0.5000"," 180.00"
"SPKR1","Top","   -0.0197","   -0.0197","   -0.5000","   -0.5000","   0.00"
"SW1","Top","    0.0984","    2.7953","    2.5000","   71.0000","  90.00"
"SW2","Top","    0.7480","    3.8386","   19.0000","   97.5000","   0.00"
"SW3","Top","    0.2362","    3.1890","    6.0000","   81.0000","  90.00"
"SW4","Top","    0.4724","    3.8386","   12.0000","   97.5000","   0.00"
"SW5","Top","    0.5748","    2.4921","   14.6000","   63.3000","   0.00"
"T1","Top","    2.1161","    0.4724","   53.7500","   12.0000"," 270.00"
"T2","Top","    1.6831","    0.4724","   42.7500","   12.0000"," 270.00"
"U1","Top","    1.1220","    2.9823","   28.5000","   75.7500","   0.00"
"U2","Top","    0.7972","    2.3130","   20.2500","   58.7500"," 180.00"
"U3","Top","    0.7874","    3.6220","   20.0000","   92.0000"," 270.00"
"U4","Top","    1.1024","    3.4646","   28.0000","   88.0000","   0.00"
"U5","Top","    0.5906","    1.9094","   15.0000","   48.5000","   0.00"
"U6","Top","    2.1063","    1.5157","   53.5000","   38.5000"," 180.00"
"U7","Top","    2.2441","    1.1811","   57.0000","   30.0000","   0.00"
"U8","Top","    2.0079","    3.4744","   51.0000","   88.2500","   0.00"
"U9","Top","    2.1260","    2.0276","   54.0000","   51.5000"," 180.00"
"XTAL1","Top","    1.1220","    2.4213","   28.5000","   61.5000","  90.00"
